"AT","AP","AH","AFDP","GTEP","TIT","TAT","TEY","CDP","CO","NOX"
26.419,1009.3,55.174,4.0439,25.344,1090,549.7,132.95,12.113,1.0285,70.029
16.999,1018.1,74.774,2.7413,19.968,1059.2,550.01,112.07,10.647,3.6431,65.729
15.309,1014.8,65.62,3.5194,24.346,1087,550.2,133.68,11.903,1.2098,71.937
27.431,1005.4,73.352,4.2637,29.566,1099.9,546.81,145.82,13.057,1.813,52.933
23.509,1011.1,64.265,4.2847,25.407,1090.4,549.82,133.79,12.097,1.5824,66.571
13.751,1014.1,90.161,3.3075,24.524,1087.5,549.69,134.78,11.867,1.694,70.429
19.77,1017.5,80.907,3.6019,25.336,1091,549.92,134.54,12.154,1.8501,68.045
13.979,1015.9,47.291,2.679,23.362,1046.7,549.59,108.85,10.274,6.0893,67.864
24.093,1010.3,66.516,4.2617,25.491,1089.6,549.89,133.09,12.066,2.0303,65.889
27.088,1012.2,66.958,4.3733,30.138,1099.9,544.18,148.17,13.259,2.4105,55.839
16.12,1007.4,87.753,4.2976,19.391,1053.8,550.1,109.73,10.338,3.8242,72.658
30.809,1011.3,59.75,4.2376,26.565,1095.1,550.06,133.82,12.292,1.3004,63.152
24.685,1017.5,53.643,4.2763,30.693,1100.1,542.18,150.9,13.401,1.8138,49.481
26.301,1003.1,93.019,4.2503,25.634,1081,550.14,129.82,11.892,1.6903,48.854
26.812,1011.7,79.238,6.1394,31.171,1099.8,536.5,148.85,13.421,1.3237,56.413
19.012,1009,79.543,3.7798,24.349,1079.1,550.42,131.25,11.892,2.0709,48.627
27.801,1010.8,74.285,4.1777,25.869,1091.7,549.94,132.86,12.135,1.6169,61.679
27.937,1006.2,71.242,4.1749,25.357,1078.9,550.06,127.68,11.823,1.6807,51.566
22.879,1008.7,72.877,3.3311,20.774,1062.4,550.12,112.5,10.709,2.1214,59.902
24.887,1011.1,90.731,3.8289,23.091,1074.7,550.11,121.92,11.325,3.4416,54.236
27.976,1014.1,52.863,4.1707,25.75,1091.4,550.1,132.84,12.232,1.4844,64.54
4.7199,1016,85.487,3.1142,24.435,1073.1,549.77,130.69,11.599,3.1475,75
5.9779,1025.3,90.087,3.6504,23.656,1085.9,549.96,133.69,11.888,0.87729,84.34
27.375,1004,86.67,4.9228,30.245,1099.7,546.4,145.26,13.048,1.3872,54.477
29.54,1010.9,48.069,4.4219,30.486,1099.9,543.55,149.57,13.367,0.56795,50.574
16.953,1012.6,87.874,5.4494,30.844,1099.9,535.69,153.35,13.473,0.87097,66.021
21.941,1010.8,96.81,4.9562,31.929,1099,539.78,150.66,13.491,1.3752,56.229
11.712,1014.2,91.749,3.6526,25.181,1087.4,550.06,134.88,12.003,1.3179,62.001
14.323,1011.7,82.624,4.1648,21.535,1068.4,549.64,121.59,11.115,2.2558,71.117
5.4871,1013.6,91.436,4.1787,23.458,1082.3,549.99,132.9,11.789,1.706,82.694
32.46,1012.2,57.483,4.1703,24.282,1073.9,550.05,122.03,11.68,1.9449,50.304
24.273,1010,53.411,4.4284,25.541,1090,550.12,133.07,12.074,1.356,68.622
17.102,1007.7,84.12,3.4321,24.03,1077,550.41,130.36,11.821,1.9808,41.303
16.223,997.6,88.807,3.317,24.747,1086.2,549.88,133.81,11.886,1.8051,76.737
3.6143,1015,91.235,4.5492,23.326,1036.2,522.6,122,11.424,5.9363,108.26
24.308,1010.1,65.105,5.302,30.57,1100.1,544.1,149.25,13.237,1.2551,54.42
21.26,1004.4,72.872,4.7263,31.175,1099.9,542.39,152.69,13.427,1.027,59.218
24.639,1014.1,64.009,2.9595,20.107,1052.4,549.99,110.15,10.6,4.2895,48.054
9.5718,1016,78.484,3.1687,26.221,1089.6,550.05,142.63,12.367,2.6593,69.319
14.617,1022.1,74.757,3.6446,28.226,1092.7,541.19,143.04,12.796,1.4302,70.086
10.656,1010.5,89.065,3.3587,19.131,1049.9,546.51,110.74,10.433,4.3236,76.793
29.469,1003.7,70.771,4.2705,25.875,1081.6,549.98,128.75,11.979,1.9466,52.512
22.022,1008.3,64.772,3.3399,20.155,1059.3,550.12,111.35,10.69,4.1678,59.469
23.712,1014.6,91.999,5.3876,30.944,1100,542.91,147.93,13.326,1.3348,53.949
28.588,1009.8,57.742,4.2772,26.059,1093.1,550.33,133.75,12.211,1.2413,66.877
19.697,1012.7,89.884,4.0923,24.915,1087.8,550.04,132.9,11.985,1.815,63.612
27.157,1013,72.942,4.5453,29.462,1100.1,546.57,146.11,13.089,0.92089,49.253
19.143,1001.6,88.005,2.8673,19.682,1055.4,549.99,109.44,10.372,4.6013,59.88
15.97,1018.8,75.804,4.1983,24.501,1087.8,550.01,133.64,11.958,1.2862,71.883
24.588,1012.1,71.263,3.9559,25.558,1091.7,550.15,133.79,12.138,0.34725,62.22
10.987,1017.6,93.464,3.0975,24.269,1086,549.86,134.33,11.936,1.8815,80.266
12.603,1003,100.14,3.8315,32.057,1099.9,532.56,158.97,13.716,0.62484,66.784
19.697,1006.7,96.981,3.8934,25.171,1071.8,546.46,128.71,11.722,3.8615,58.094
24.471,1011.3,69.732,3.9474,25.117,1088.8,550.27,132.64,12.058,1.5512,63.54
21.092,1019.1,66.592,4.0397,31.324,1099.9,535.91,152.1,13.491,1.3478,72.283
23.653,1009.1,78.222,4.5518,31.383,1099.9,541.93,152.41,13.402,1.3843,60.081
19.803,1010,74.002,3.6578,25.335,1090.5,550.16,134.67,12.107,0.96206,68.481
16.47,1013.9,79.977,4.8185,24.804,1087.1,549.92,133.32,11.917,1.4131,72.918
11.797,1002.1,71.019,2.9294,23.562,1061.6,549.51,121.97,11.089,4.6257,70.886
21.04,1008.4,82.092,3.104,19.909,1058.9,549.98,111.76,10.723,8.5559,50.825
16.027,1012.3,87.547,4.5524,31.983,1099.9,532.44,157.2,13.651,0.94073,62.379
10.25,996.76,93.461,3.283,23.86,1070.1,549.8,130.17,11.565,1.616,61.974
26.749,1011.4,65.685,3.8048,24.774,1077.3,549.82,126.84,11.803,1.7883,52.779
27.621,1010,87.205,4.2688,26.095,1093.1,549.98,134.4,12.317,1.4695,55.713
24.064,1004.7,90.795,4.2648,28.916,1093.6,540.98,142.71,12.786,0.5074,55.299
24.264,1015.3,71.42,4.4237,30.583,1100.2,537.14,150.98,13.436,0.71686,55.778
25.397,1002.1,47.095,3.9814,25.363,1089.6,549.89,132.91,11.997,1.596,66.79
9.1413,1022.2,89.673,2.8812,18.821,1054.4,548.63,111.03,10.521,4.7061,98.425
15.643,1014.4,76.929,5.5666,31.706,1100.1,531.86,157.27,13.845,1.2032,64.202
15.298,1016.9,79.682,3.9833,24.2,1087,550.12,133.69,11.905,1.3597,71.872
13.485,1018.8,52.237,4.7366,24.049,1084.8,550.03,132.73,11.721,1.0259,79.309
11.418,1014.5,89.878,3.5279,25.386,1078.7,549.93,135.07,11.884,1.3284,62.879
15.335,1017.7,80.545,3.0889,19.725,1052.7,550.29,112.54,10.619,4.5754,55.452
25.357,1012,70.921,5.54,25.905,1092.7,550.39,134.29,12.28,1.271,61.127
4.3404,1015.9,86.03,4.1068,23.46,1084.6,549.85,134.25,11.86,0.36258,85.333
10.925,1025.8,66.2,3.4304,24.158,1080.6,549.94,134.17,11.921,3.4021,61.072
26.297,1018.4,45.338,4.3783,31.104,1100,540.49,152.03,13.456,1.5112,48.074
20.798,1014.5,93.136,3.4943,19.536,1056.6,549.91,109.48,10.508,4.3255,51.3
26.714,1002.9,74.503,4.3931,30.144,1100.2,540.54,147.42,13.254,0.23238,55.03
9.6582,1009.6,83.05,4.5625,24.554,1068.7,540.57,130.21,11.703,3.4087,85.688
30.137,1013,61.529,4.4617,26.525,1096,550.05,134.78,12.352,0.22495,59.094
22.825,1014.7,72.561,4.4343,31.228,1099.8,540.78,151.01,13.451,1.4356,48.962
22.04,1014.6,89.562,3.3182,20.826,1064,550.09,114.39,10.84,2.2415,54.637
28.886,1010.4,69.522,4.4733,28.647,1097.3,549.4,140.55,12.769,1.129,57.207
24.933,1013.5,78.028,3.9021,20.403,1059.9,550,110.32,10.604,4.166,49.556
19.917,1007.1,90.534,4.3501,28.883,1098.5,549.33,145.82,12.815,1.1353,61.667
16.516,1004.4,87.565,2.6244,19.541,1054.2,549.95,109.13,10.332,4.7869,60.38
23.586,1008.1,51.594,3.8962,26.034,1084.6,550.02,134.8,12.213,1.5507,64.976
22.23,1005.2,44.043,3.5025,30.214,1084.3,550.13,134.57,12.052,2.0124,63.326
25.689,1008.3,78.05,4.1827,28.992,1099.7,548.1,145.33,13.032,1.5832,54.367
27.409,1012.7,45.941,4.1997,29.386,1099.9,546.71,145.92,13.04,1.4982,60.074
10.722,1019.7,62.256,5.4847,32.462,1100.3,528.9,160.89,14.044,0.97034,60.38
27.465,1017.4,51.324,4.1865,26.037,1093.3,549.76,133.81,12.186,1.6377,71.157
31.141,1008.5,43.339,4.4851,30.011,1100,545.18,148.25,13.234,1.6932,58.415
5.7016,1021.6,76.57,3.8403,32.99,1099.9,532.48,163.54,14.049,0.44552,57.53
9.0819,1023.4,64.108,2.5606,21.594,1063.9,550.07,122.53,11.17,2.7371,74.197
11.516,1025.9,68.633,3.4227,24.185,1080.4,549.97,133.77,11.877,2.807,61.418
13.061,1017.5,77.443,3.4487,30.607,1098.9,549.11,148.13,12.893,1.1158,63.555
17.329,1011.9,74.931,4.0653,23.637,1082.6,550,129.77,11.822,1.3854,70.103
9.6794,1021.8,93.203,2.8659,22.097,1073.2,550.07,124.44,11.302,1.8469,62.555
23.715,1006.6,73.451,3.1318,20.145,1058.8,549.89,111.17,10.589,4.3946,47.321
21.056,1007.5,87.079,3.9338,27.311,1093,550.48,141.39,12.583,1.7711,51.911
23.998,1011.3,70.542,3.8148,25.385,1090.6,550.02,134.1,12.055,0.11523,59.855
27.882,1006.8,88.217,4.2583,25.906,1091.3,549.59,132.82,12.126,1.3009,54.154
3.2981,1010.7,74.027,5.7585,34.153,1100.1,524.65,168.3,14.298,0.30182,66.508
28.312,1013,54.055,4.158,25.867,1092,549.96,133,12.113,1.7554,67.913
9.469,1001.7,96.199,4.093,32.915,1100,528.95,162.88,13.983,1.3629,72.243
24.703,1009.7,88.775,3.4505,20.36,1059,549.99,110.16,10.571,6.4021,55.038
25.748,1016.7,49.352,3.8975,25.184,1079.7,550.27,127.85,11.925,2.0783,58.246
9.4097,1027.9,82.224,3.3003,18.987,1001.4,512.6,100.32,10.495,23.629,107.89
13.055,1011.9,87.636,2.9212,19.281,1056.5,549.49,113.02,10.589,3.3762,73.434
28.838,1011.7,50.572,6.6335,31,1100.1,536.97,150.54,13.474,1.1212,55.55
15.37,1011.6,83.202,3.6589,25.562,1079.1,550,133.97,12.031,1.1033,62.494
3.7768,1027.1,85.45,4.235,23.557,1085.5,550,133.67,11.868,2.6638,87.708
15.302,1001.3,82.971,3.6327,25.737,1079,550.11,134.85,11.873,0.94476,66.953
15.36,998.11,90.136,4.3144,31.995,1100,533.64,156.39,13.683,1.4365,72.124
15.791,1020.2,90.056,3.821,29.574,1096,539.34,146.82,13.061,1.0656,68.923
22.02,1013.7,71.969,3.8223,24.364,1078.1,549.73,129.09,11.84,1.7957,54.455
11.128,1016.1,82.53,4.0704,32.363,1099.9,530.5,160.07,13.871,0.29408,68.767
25.794,1011.3,49.075,3.8794,25.402,1090.8,550.12,133.53,12.048,1.6638,69.85
25.093,999.63,56.357,3.9905,26.214,1085,549.57,134.78,12.133,1.7014,64.523
20.812,1012.1,81.047,3.6962,25.006,1088.8,550.02,133.89,12.19,0.72427,62.11
29.66,1010.3,48.196,4.2612,26.064,1092.8,549.5,133.14,12.34,1.1477,71.853
28.243,1008.2,72.401,4.835,29.941,1100,547.3,145.28,13.099,1.159,55.41
10.855,1020,87.507,3.2298,23.224,1075.4,549.91,130.64,11.627,2.5285,57.214
26.034,1010.7,66.242,3.1849,20.741,1053.1,549.96,110.02,10.544,4.167,50.693
20.732,1009.8,74.353,4.7928,32.076,1100,539.24,154.98,13.61,1.6074,58.748
15.567,998.06,92.859,3.2909,24.753,1086.6,549.98,134.24,11.972,1.7394,76.074
11.702,1016.3,62.237,4.4126,25.035,1090.9,550.07,133.68,12.141,1.3225,81.835
29.334,1016.7,30.368,4.4469,31.4,1099.9,540.11,152.4,13.551,1.2423,49.633
12.919,1030.5,72.806,3.4136,23.887,1078.6,549.57,131.71,11.842,3.0935,60.258
12.645,1021.1,59.022,3.3527,25.308,1085.1,550.11,137.57,12.096,3.3591,65.097
10.534,1013.8,93.049,2.6299,19.035,1042.7,542.25,108.36,10.46,11.145,106.23
1.8319,1021.7,76.411,2.841,23.495,1076.4,549.92,133.58,11.829,2.0812,81.193
11.382,1015.7,84.664,4.2713,32.676,1100,529.65,160.24,13.925,1.4618,71.087
15.835,1023.9,94.469,3.2891,25.584,1084.4,549.91,136.91,12.184,0.54415,63.007
14.95,1010.6,69.533,4.1426,31.429,1100,534.07,155.63,13.679,2.1735,76.98
7.4793,1006.5,96.254,4.1698,23.648,1083.3,550.1,133.52,11.651,1.7969,80.574
6.7869,1022.7,85.707,4.1533,23.516,1083.2,549.94,132.57,11.798,0.74,60.38
3.7127,1015.3,69.62,3.8906,32.436,1100.3,534.42,163.66,13.987,2.65,62.452
20.557,1006.9,75.09,3.4085,25.91,1090.4,550.02,134.91,12.012,1.6112,70.036
23.323,1012.9,81.921,3.6884,20.173,1058.7,549.95,110.34,10.618,3.1468,49.478
9.5558,1005.3,93.171,4.8559,24.078,1084.1,550.04,134.06,11.776,1.2936,77.196
15.811,1004.3,94.87,4.6105,20.655,1061.6,550.2,115.49,10.734,3.0415,67.667
15.807,1021.1,67.462,3.9086,34.183,1100.1,538.8,154.52,13.632,2.4605,58.229
29.064,1008.9,69.018,4.4954,25.748,1082.1,550.24,129.29,11.982,1.3851,52.643
18.482,1000.1,95.787,3.793,24.749,1086.1,550.1,133.33,11.786,0.77031,63.036
26.4,1004.1,79.941,4.7882,30.548,1099.9,545.71,146.97,13.138,0.42465,46.87
12.784,1019.5,75.896,2.7075,24.223,1063.4,549.95,121.63,11.215,3.7977,69.563
28.806,1011.2,73.938,4.1416,26.118,1092.8,549.59,133.46,12.14,1.5447,60.579
7.9814,1022.6,77.98,2.6052,24.195,1036.4,543.49,107.37,10.282,10.253,92.21
25.371,1013,57.543,3.939,24.737,1080.3,550.03,129.82,11.973,1.541,46.41
20.147,1006.6,90.761,4.7153,30.97,1100,542.82,152.1,13.4,0.6615,56.935
24.505,1013.2,83.972,3.9005,25.271,1079.5,550.05,129.67,11.824,1.7871,53.562
23.513,1005.4,99.933,4.2039,25.422,1079.5,549.79,129.66,11.839,1.5445,45.927
22.78,1009.2,93.475,3.5566,20.314,1051.9,550.12,109.77,10.495,4.4583,50.715
20.162,1009.4,91.169,3.7855,24.07,1083.5,550.1,129.89,11.802,1.4109,59.13
26.059,1010.8,70.842,3.8878,25.733,1091.6,549.62,133.78,12.16,0.72886,59.125
16.948,1015.2,55.903,4.7959,25.484,1090.6,550.25,135.84,12.149,0.72707,77.916
25.302,1008.4,66.484,4.7192,32.904,1099.7,535.43,154.5,13.876,1.1169,52.254
11.886,1019.5,89.475,4.7898,32.239,1100.2,530.17,159.21,13.959,0.85709,65.438
28.805,1011.8,72.011,4.0245,24.003,1071.9,549.84,122.33,11.597,1.8,48.273
15.847,1012.1,70.787,2.679,18.938,1046.2,550.01,108.13,10.357,5.154,61.605
13.418,1018.8,80.441,3.8469,24.111,1086.6,550.15,133.72,11.908,1.6722,77.103
4.6514,1011.4,92.019,2.5705,19.451,1053.6,547.67,112.34,10.495,6.5834,111.96
16.158,1013.2,89.441,3.5904,24.355,1086.8,550.04,133.73,11.872,1.2074,66.298
16.275,1006,83.615,3.7396,25.789,1079.8,550.03,134.52,11.899,0.97134,62.305
12.71,1012.8,83.467,4.7202,24.628,1085.8,549.67,133.49,11.968,1.066,78.093
12.377,1004.1,87.567,2.2883,19.72,1044.3,550.33,108.24,10.122,3.6363,66.894
17.442,999.13,90.233,6.0302,31.029,1099.8,537.57,153.16,13.353,1.1678,69.548
3.6108,1018.8,81.413,4.0269,23.841,1087,550.03,134.71,12.006,1.4441,83.67
3.6157,1033.5,87.941,2.8379,19.336,1035.6,538.64,111.31,10.595,10.155,77.345
25.061,1016.5,69.402,3.9367,25.788,1092.7,549.89,134.53,12.29,0.75351,60.7
20.834,1013.9,85.969,3.6896,25.167,1089.8,550.16,134.24,12.05,1.1043,63.233
23.817,1011.2,75.379,3.4657,20.838,1062.8,549.88,113.51,10.796,4.1625,56.295
26.001,1010.2,82.475,5.0025,25.818,1092.1,549.68,133.79,12.172,1.5018,59.392
4.3657,1021.6,85.528,3.9574,20.263,1025.6,525.72,111.35,10.652,12.786,112.27
15.094,1020.8,81.528,4.0223,32.027,1099.9,533.2,155.53,13.64,1.1233,74.093
15.433,1025.5,83.942,3.9615,24.407,1088.6,550.08,134.2,12.015,1.533,72.552
15.005,1005.7,94.439,3.2737,25.04,1086.3,549.73,133.58,11.944,1.5513,65.745
23.786,1021.1,62.761,4.0421,25.407,1092.3,550.43,133.74,12.124,1.5714,68.643
24.301,1013.1,80.742,4.2807,29.44,1100,546.28,147,13.152,1.2658,52.795
21.227,1020.7,78.389,3.2457,20.227,1058.7,548.28,112.39,10.731,7.0362,66.395
12.582,1017.5,78.788,3.0846,20.413,1063.3,549.44,117.13,10.779,5.1002,77.214
27.782,1008.7,60.639,4.7456,31.561,1099.8,541.98,150.88,13.374,1.5931,57.299
8.1402,1006.9,90.3,3.3083,24.391,1075.4,549.84,134.31,11.701,0.58673,63.839
9.8147,1012.6,95.864,2.6506,19.286,1044.4,543.22,108.99,10.367,9.844,97.406
23.631,1009.3,79.135,3.7238,25.312,1089.8,549.57,133.83,11.934,0.11175,58.498
14.777,1017.2,81.841,3.1207,24.608,1085,549.84,132.21,11.809,1.1999,64.085
21.602,1024.4,54.034,3.54,24.989,1089.5,550.26,132.74,12.044,1.3327,69.144
11.591,1023.5,43.82,4.2386,35.738,1100,536.31,156.8,13.776,2.1112,61.515
16.112,1019.1,92.146,3.5331,19.807,1051.2,550.31,110.77,10.544,5.0068,62.756
9.5662,1020.9,76.809,2.6232,18.543,1046.2,549.56,109.46,10.338,5.7474,66.11
16.647,1004.4,75.667,3.3647,25.001,1088.6,550.03,135.12,11.972,0.8313,79.388
10.788,1023.3,61.939,5.1519,32.746,1100.1,528.48,161.41,14.059,0.86511,66.687
4.3607,1027.8,87.073,5.9956,34.562,1100.1,523.72,167.74,14.367,0.45674,61.88
26.513,1016.2,65.681,4.3892,25.718,1092.6,550.44,133.01,12.171,1.3504,64.667
11.517,1014.7,86.165,2.9513,24.228,1085.7,549.89,133.89,11.889,1.646,76.77
25.216,1005.3,48.567,3.8569,25.564,1091.3,550.43,133.77,12.176,0.9059,69.914
7.3024,1004.2,98.947,6.1043,33.236,1100,528.99,162.72,14.019,0.29462,66.875
23.323,1009.4,88.795,3.8292,22.736,1073,550.11,121.25,11.242,3.0037,55.079
20.87,1010.8,77.961,3.6806,25.361,1089.5,549.86,133.88,12.114,1.3853,63.853
28.329,1012.9,59.694,4.666,26.455,1095.6,549.76,135.15,12.397,1.2844,66.177
15.935,1002.2,77.07,3.2359,24.545,1085.9,550.06,133.23,11.883,1.8128,79.392
22.986,1012.5,88.829,4.1278,25.928,1092.8,550.02,134.75,12.198,1.3321,64.522
9.4599,1021.6,84.396,3.3433,24.052,1079.8,549.98,133.95,11.825,2.0017,60.807
9.6899,1023.5,93.012,3.0606,24.258,1085,549.97,133.65,11.916,1.046,64.399
8.1023,1021.1,69.083,3.8635,33.454,1100,532.8,162.42,14.013,0.5614,57.627
27.759,1006.3,64.496,3.8261,25.385,1089.4,550.04,132.65,12.052,0.72486,61.715
32.201,1004.5,59.144,4.1871,29.069,1098.8,548.28,144.12,12.867,1.8443,54.214
9.3521,1021.7,71.337,3.6255,19.585,1043.2,539.61,111.72,10.521,6.4719,91.87
12.206,1015.1,92.041,3.9598,22.537,1066.7,549.68,123.72,11.263,2.9588,68.71
32.416,1011,40.124,4.2566,26.538,1095.7,550.11,133.74,12.362,0.93279,69.911
23.308,1003.9,97.292,4.044,24.877,1076.6,550.42,128.14,11.787,2.1642,47.938
16.144,1014,82.13,2.9522,24.277,1085.7,549.85,132.98,11.792,2.7069,64.242
15.158,1007.5,92.6,3.3659,22.038,1072.5,550.16,123.71,11.264,1.4412,65.538
22.486,1010.5,78.806,5.2895,29.568,1099.9,544.65,147.39,13.193,1.4176,62.137
26.553,1010.4,47.07,3.6191,25.279,1082,550.37,131.76,12.024,2.8978,57.654
25.984,1006.2,57.759,4.2963,30.159,1099.8,544.51,149.06,13.277,2.0178,57.321
28.547,1012.4,61.673,4.0456,25.225,1079.7,550.31,128.18,11.85,1.2518,46.204
15.674,1010.8,83.605,3.7327,25.302,1080.9,549.85,134.3,11.878,1.8829,65.175
7.2845,1009.5,77.573,2.923,23.635,1083.4,549.92,133.99,11.723,1.7017,79.068
25.816,1010.9,56.391,4.0341,25.903,1092.9,550.34,133.9,12.359,1.17,71.986
26.509,1010.1,66.012,3.7753,24.74,1086,549.66,129.26,11.864,0.64714,58.752
14.162,1018.6,90.042,2.1597,18.695,1052.4,549.27,109,10.335,6.1023,70.096
9.2241,1018.1,99.096,3.0883,25.299,1073.1,538.94,133.59,12.094,4.553,79.11
12.744,1009,96.888,3.4865,24.266,1071.8,550.54,129.61,11.567,1.166,60.016
10.703,1027.6,75.031,3.9705,23.942,1085.7,549.95,133.75,11.934,1.5739,80.457
17.792,1015.3,88.991,3.4778,19.638,1057.4,549.99,111.35,10.543,4.1839,59.756
24.538,1013.1,36.988,2.9843,21.078,1057.5,549.63,114.04,10.752,3.4003,57.02
32.989,1011.1,62.236,4.5402,26.913,1096.2,549.65,133.98,12.342,2.1094,63.696
21.83,1012.6,81.159,3.6311,25.077,1087.9,550.18,131.88,12.027,2.3023,62.635
9.9705,1016.5,95.64,3.5044,24.689,1076.8,549.85,134.05,11.866,1.3212,58.55
21.592,1007.8,66.921,3.4462,22.044,1063.5,550.21,119.51,11.11,2.8626,48.094
23.993,1015.2,57.861,2.7258,24.401,1049.9,550.52,108.18,10.397,4.2067,50.799
16.236,1009.1,87.689,3.7277,25.664,1088.6,549.88,134.47,11.935,1.1825,59.992
6.7757,1017.7,95.563,2.9189,23.658,1084.5,550.03,134.38,11.818,1.7309,77.365
27.414,1009.9,58.607,3.8213,25.745,1091.9,550.43,133.79,12.246,0.72172,63.858
18.509,1010,98.598,4.5792,19.275,1053.6,549.96,108.78,10.334,3.6207,64.166
18.423,1016.3,79.26,3.6115,30.814,1099.1,539.23,152.83,13.529,0.25645,42.91
26.592,1013.2,65.969,4.1145,23.862,1072.4,549.99,122.76,11.535,1.8605,51.404
14.378,1033.2,56.266,2.6293,18.136,1035.5,543.76,103.65,10.216,9.4876,82.754
23.876,1008.5,64.865,3.8645,25.513,1090.5,550.15,133.94,12.101,0.75566,64.099
23.547,1005,98.655,3.3887,20.46,1060.7,550.04,112.78,10.593,1.6673,49.64
21.914,1014,67.289,3.6594,26.124,1088.4,549.63,137.49,12.343,1.8171,54.936
23.723,1011.7,82.3,4.2927,25.658,1091.4,550.34,134.26,12.147,0.38996,56.964
7.9906,1007.4,91.253,4.1225,23.735,1083.5,549.97,133.71,11.839,1.6686,78.125
15.43,1019.1,50.474,4.4824,31.374,1100.1,530.22,158.58,13.839,1.2353,64.57
10.654,1006.2,95.624,2.4838,19.051,1050.7,548.35,109.75,10.457,7.946,90.599
20.36,1014,97.983,5.2354,30.194,1100,544.95,148.29,13.208,1.7078,56.878
20.647,1015.8,82.92,3.7805,24.284,1078.4,549.61,129.72,11.858,1.5638,50.791
12.893,1006.5,83.447,2.6768,19.192,1053.3,549.52,109.47,10.364,5.5775,85.172
12.417,1017.7,88.099,3.0561,23.972,1085.2,550.13,133.58,11.848,1.2523,72.982
15.16,1009.6,86.488,3.5353,25.169,1076.7,549.93,132.9,11.794,0.63756,59.367
3.2881,1027.4,85.54,2.8783,22.381,1061.2,539.6,126.09,11.428,6.2876,105.77
20.176,1003.9,85.446,3.3183,19.552,1055.4,549.95,109.84,10.386,3.9513,59.249
4.5552,1013.4,94.488,3.0889,23.706,1084.3,550.22,133.93,11.833,1.4462,82.135
24.624,1013.9,65.52,4.3387,28.551,1098,549.8,142.66,12.795,1.2211,62.003
4.493,1027.8,86.853,6.0196,34.803,1100,522.59,167.9,14.41,0.48805,63.303
7.8324,1028.2,79.765,4.0756,23.423,1084.7,550.11,133.66,11.878,2.8122,85.2
14.306,1014.9,84.618,3.8822,32.519,1099.8,536.26,156.98,13.747,0.72648,54.575
31.128,1007.5,47.158,3.3624,20.691,1062,550.05,110.81,10.758,5.0827,47.25
30.31,1014.1,54.049,4.102,20.618,1061.1,549.91,109.05,10.755,3.2365,51.511
9.0065,1013.7,66.558,4.2271,32.84,1099.9,530.31,160.03,13.919,1.1931,76.995
26.944,1015.6,54.381,4.7267,27.355,1092.9,550.17,136.86,12.577,1.4228,62.559
16.39,1007,89.559,4.7004,28.463,1099.9,543.03,149.37,13.098,0.54253,71.996
7.1611,1012.8,90.72,3.6157,23.842,1085.4,550.11,133.45,11.772,0.74785,81.579
20.598,1011.9,90.128,3.563,22.728,1075.1,550.17,122.65,11.436,1.6815,58.985
22.615,1009.1,93.198,3.0755,18.785,1050,550.02,104.19,10.15,10.645,52.814
24.991,1011.3,98.549,4.0212,23.922,1071.3,549.79,122.51,11.417,1.9163,44.485
28.251,1007.2,49.265,3.3359,20.925,1063.4,549.99,112.75,10.948,2.0625,56.337
9.1171,1012.7,84.868,2.7576,18.403,1042.8,548.7,107.96,10.185,5.6877,76.697
21.97,1013.8,83.822,3.1796,20.045,1060,549.96,111.81,10.699,1.8612,53.714
13.511,1006.5,94.687,3.0309,19.009,1053.9,550.02,110.75,10.368,3.7343,72.15
11.137,1021.3,73.946,3.9891,33.618,1099.3,526.14,162.45,14.13,0.78528,66.38
20.198,1003.2,80.87,4.2159,19.038,1051.8,550.03,107.27,10.272,5.2282,81.757
22.164,1012.6,54.999,4.0858,35.715,1096.9,543.08,147.74,13.149,1.426,62.48
25.415,1009.5,83.855,4.1921,25.413,1090.2,550.33,132.5,12.026,0.95525,58.837
19.874,1012.5,94.64,4.0271,24.872,1088.4,550.06,133.57,12.046,1.8754,62.269
28.873,1014.4,61.904,4.1353,26.128,1094.4,550,133.81,12.29,0.42908,60.469
31.175,1009.5,52.167,4.4139,26.528,1094.6,550.07,133.8,12.312,0.12155,64.629
14.506,1000.5,100.12,2.7362,18.991,1051.9,550.03,108.28,10.303,5.3467,63.708
9.9468,1020,88.765,2.4483,19.281,1037.5,537.43,108.38,10.557,10.664,110.88
13.839,1018,65.923,3.1173,24.178,1075.2,550.02,129.88,11.698,4.5129,65.804
12.005,1011.7,77.77,4.6351,32.055,1100,531.87,158.75,13.711,0.28619,66.882
29.038,1012.2,54.454,6.0707,30.258,1100,539.43,148.43,13.288,1.159,56.135
21.299,1014.7,91.26,4.0812,22.9,1068.3,550.04,121.86,11.339,2.6238,52.795
18.274,1016.5,82.758,3.6738,23.732,1075.6,549.98,128.3,11.708,2.1099,47.699
21.976,1016,78.78,3.8825,24.68,1086,549.96,130.78,11.806,2.1908,60.584
15.519,1005.6,78.343,2.5452,19.247,1054.2,549.84,109.86,10.444,5.05,70.742
23.858,1012,82.862,3.875,24.89,1078.2,550.04,128.8,11.765,1.4965,50.705
12.817,1016.4,88.246,2.6272,22.033,1062.8,550.04,120.88,11.083,2.0881,64.763
25.939,1015.4,68.727,4.4951,28.824,1098.2,542.58,141.75,12.99,0.312,60.8
29.922,1012.5,54.072,3.9988,26.047,1093.9,549.81,133.38,12.186,0.033723,62.721
